uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
5a13eb06-0414-46ed-9a8b-d0bfd0c62097,How many papers that discuss repeatability as a validity threat use interviews in their evaluation?,There are three papers that discuss repeatability as a threat to validity and apply the evaluation method interviews.,"['10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1007/978-3-030-00761-4_17', '10.1007/978-3-030-00761-4_17']",,"['(R874258:Validity 1, threat to validity, L1532223:Repeatability)', '(R874257:First Research Object 1, Evaluation method, L1532214:Interview)', '(R869351:Validity 1, threat to validity, L1522057:Repeatability)', '(R869350:First Research Object 1, Evaluation method, L1522051:Interview)', '(R873338:Validity 1, threat to validity, L1530300:Repeatability)', '(R873337:First Research Object 1, Evaluation method, L1530293:Interview)']",clustering_strategy,R659055,Software Architecture and Design,3,"How many papers, that discuss the [Content Data: threat to validity] as a threat to validity, apply [Content Data: evaluation method name] as a evaluation method?",3,counting,False,How many papers that discuss [Content Data: threat to validity] as a validity threat use [Content Data: evaluation method name]s in their evaluation?,multi fact,simple,named entity,named entity,False,
fd0f5f35-4f48-4c58-b5ec-175c572ebc85,In how many publications is confirmability identified as a validity threat while focus groups are employed for evaluation?,The number of publications in which confirmability is identified as a validity threat while focus groups are employed for evaluation is two.,"['10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-030-29983-5_4', '10.1007/978-3-030-29983-5_4']",,"['(R868696:Validity 1, threat to validity, L1520644:Confirmability)', '(R868695:First Research Object 1, Evaluation method, L1520639:Focus Group)', '(R873991:Validity 1, threat to validity, L1531654:Confirmability)', '(R873990:Second Research Object 1, Evaluation method, L1531647:Focus Group)']",clustering_strategy,R659055,Software Architecture and Design,3,"How many papers, that discuss the [Content Data: threat to validity] as a threat to validity, apply [Content Data: evaluation method name] as a evaluation method?",3,counting,False,In how many publications is [Content Data: threat to validity] identified as a validity threat while [Content Data: evaluation method name]s are employed for evaluation?,multi fact,simple,named entity,named entity,False,
69e09835-46f3-4c0f-a8d4-41534fa28e48,Which papers apply the evaluation method Field Experiment? Rank the papers in descending order of their publication year.,"The papers that apply the evaluation method Field Experiment, ranked in descending order of their publication year, are: 1. ACE: Easy Deployment of Field Optimization Experiments (2019), 2. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018), and 3. Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements (2017).","['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-319-65831-5_11', '10.1007/978-3-319-65831-5_11']",,"['(R871579:First Research Object 1, Evaluation method, L1526697:Field Experiment)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R869432:First Research Object 1, Evaluation method, L1522224:Field Experiment)', '(R869486:ACE: Easy Deployment of Field Optimization Experiments, publication year, L1522347:2019)', '(R869522:First Research Object 1, Evaluation method, L1522416:Field Experiment)', '(R869392:Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements, publication year, L1522148:2017)']",clustering_strategy,R659055,Software Architecture and Design,3,Which papers apply the evaluation method with the name [Content Data: evaluation method name]? Rank the papers in descending order of their publication year.,3,ranking,True,Which papers apply the evaluation method [Content Data: evaluation method name]? Rank the papers in descending order of their publication year.,multi fact,enumerative,"named entity, temporal",named entity,True,
69bcdd8c-745a-4605-8dc6-e3678b2142bd,Which studies evaluate compatibility in their work sorted from the most recent publication to the earliest?,"The publications that evaluate the property Compatibility, ranked in descending order of their publication year, are: 1. Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture (2019), and 2. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018).","['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2019.00020', '10.1109/ICSA.2019.00020']",,"['(R871579:First Research Object 1, Evaluation Sub-Property, L1526702:Compatibility)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R868888:First Research Object 1, Evaluation Sub-Property, L1521060:Compatibility)', '(R868862:Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture, publication year, L1521021:2019)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have the evaluation sub-property [evaluation sub-property name] ranked by the publication year?,3,ranking,False,Which studies evaluate [Content Data: property name] in their work sorted from the most recent publication to the earliest?,multi fact,enumerative,"named entity, temporal",named entity,False,
52148f59-5e9a-4d7f-bc61-f52cf2e56fd7,Which papers evaluate the property Reliability? Rank the papers in descending order by their publication year.,"The papers with the investigated property Reliability, ranked in descending order by their publication year, are: 1. A Comparison of MQTT Brokers for Distributed IoT Edge Computing (2020), 2. An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics (2019), 3. A Platform Architecture for Multi-Tenant Blockchain-Based Systems (2019), 4. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018), 5. Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes (2017)","['10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43']",,"['(R870056:First Research Object 1, Evaluation Sub-Property, L1523550:Reliability)', '(R870014:An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics, publication year, L1523470:2019)', '(R871579:First Research Object 1, Evaluation Sub-Property, L1526703:Reliability)', '(R871726:A Platform Architecture for Multi-Tenant Blockchain-Based Systems, publication year, L1527024:2019)', '(R873772:First Research Object 1, Evaluation Sub-Property, L1531188:Reliability)', '(R873728:A Comparison of MQTT Brokers for Distributed IoT Edge Computing, publication year, L1531105:2020)', '(R871140:First Research Object 1, Evaluation Sub-Property, L1525810:Reliability)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R871782:First Research Object 1, Evaluation Sub-Property, L1527122:Reliability)', '(R871104:Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes, publication year, L1525740:2017)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have the evaluation sub-property [evaluation sub-property name] ranked by the publication year?,3,ranking,True,Which papers evaluate the property [Content Data: property name]? Rank the papers in descending order by their publication year.,multi fact,enumerative,"named entity, temporal",named entity,False,
4de79ef4-57b4-4a22-9f2e-286995751d3c,Give me all the papers that apply a benchmark in their evaluation ranked from the most recent to the oldest.,"The publications that apply a benchmark in their evaluation, ranked from the most recent to the oldest, are: 1. Formal Software Architectural Migration Towards Emerging Architectural Styles (2020), 2. Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements (2020), 3. Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery (2019), 4. Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases (2017)","['10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5', '10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009']",,"['(R874562:First Research Object 1, Evaluation method, L1532861:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)', '(R871628:First Research Object 1, Evaluation method, L1526800:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R871183:First Research Object 1, Evaluation method, L1525898:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874296:First Research Object 1, Evaluation method, L1532302:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have the evaluation method [Content Data: evaluation method name] ranked by the publication year?,3,ranking,False,Give me all the papers that apply a [Content Data: evaluation method name] in their evaluation ranked from the most recent to the oldest.,multi fact,enumerative,"named entity, temporal",named entity,False,
37e36398-faeb-463f-9814-24d6adbd029d,"Among papers that apply the evaluation method Data Science, how many have not used input data compared to those that have made their input data available?","There is one paper with the evaluation method Data Science that does not provide input data, and there are two papers with the evaluation method Data Science that make their input data available. Therefore, the comparison shows that there is one paper with no input data and two papers with input data available.","['10.1007/978-3-030-86044-8_6', '10.1007/978-3-030-86044-8_6', '10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4']",,"['(R873934:First Research Object 1, Evaluation method, L1531543:Data Science)', '(R874755:Evidence 1, Uses Input Data, L1533273:No input data used)', '(R870013:First Research Object 1, Evaluation method, L1523463:Data Science)', '(R873936:Evidence 1, Uses Input Data, L1531550:Input data is available)', '(R869140:First Research Object 1, Evaluation method, L1521596:Data Science)', '(R869142:Evidence 1, Uses Input Data, L1521605:Input data is available)']",clustering_strategy,R659055,Software Architecture and Design,3,"How many papers that apply the evaluation method with the name [Content Data: evaluation method name], have not used input data  compared to those that state that their input data is made available?",3,comparative,True,"Among papers that apply the evaluation method [Content Data: evaluation method name], how many have not used input data compared to those that have made their input data available?",multi fact,explanatory,"description, quantitative",named entity,True,
2f2e5828-4c5f-4015-be3d-0c4a05242d7a,"Among publications that use grounded theory for evaluation, what is the number of papers with publicly available input data versus those without?","The number of papers among publications that use grounded theory for evaluation with publicly available input data is four, whereas the number of papers without publicly available input data is one.","['10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2']",,"['(R869602:First Research Object 1, Evaluation method, L1522590:Grounded Theory)', '(R868324:Evidence 1, Uses Input Data, L1519843:Input data is available)', '(R873376:First Research Object 1, Evaluation method, L1530377:Grounded Theory)', '(R874822:Evidence 1, Uses Input Data, L1533440:No input data used)', '(R872635:First Research Object 1, Evaluation method, L1528886:Grounded Theory)', '(R873378:Evidence 1, Uses Input Data, L1530385:Input data is available)', '(R868322:First Research Object 1, Evaluation method, L1519834:Grounded Theory)', '(R868322:First Research Object 1, Has Evaluation Guideline, L1519833:True)', '(R873018:First Research Object 1, Evaluation method, L1529669:Grounded Theory)', '(R873020:Evidence 1, Uses Input Data, L1529679:Input data is available)']",clustering_strategy,R659055,Software Architecture and Design,3,How many papers with the evaluation method [Content Data: evaluation method name] have their input data marked as [input type] compared to those with the input data marked as [input type]?,3,comparative,False,"Among publications that use [Content Data: evaluation method name] for evaluation, what is the number of papers with publicly available input data versus those without?",multi fact,explanatory,"description, quantitative",named entity,False,
cb20ce38-aaad-4b13-b082-7594e50e35f1,"Among papers that investigate the research object Architecture Design Method, how many papers have evaluated the property Portability compared to those that evaluated the property Usability?","Among papers that investigate the research object Architecture Design Method, one paper has evaluated Portability as a property, while two different papers have evaluated Usability as a property.","['10.1109/ICSA.2017.32', '10.1109/ICSA.2017.32', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA.2017.13', '10.1109/ICSA.2017.13']",,"['(R870926:First Research Object 1, Research Object, L1525379:Architecture Design Method)', '(R871813:First Research Object 1, Evaluation Sub-Property, L1527177:Portability)', '(R871813:First Research Object 1, Research Object, L1527176:Architecture Design Method)', '(R870926:First Research Object 1, Evaluation Sub-Property, L1525382:Usability)', '(R868968:First Research Object 1, Research Object, L1521225:Architecture Design Method)', '(R868968:First Research Object 1, Evaluation Sub-Property, L1521226:Usability)']",clustering_strategy,R659055,Software Architecture and Design,3,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,True,"Among papers that investigate the research object [Content Data: research object name], how many papers have evaluated the property [Content Data: property name] compared to those that evaluated the property [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
1075f1c8-0fce-4044-ae87-7e7d3ef35ad2,"Among papers that investigate a reference architecture, how many focus on usability compared to portability?","Among papers that investigate a reference architecture, the number that focus on usability compared to portability is one paper for usability and two papers for portability.","['10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1007/978-3-030-29983-5_10', '10.1007/978-3-030-29983-5_10']",,"['(R872604:Second Research Object 1, Research Object, L1528828:Reference Architecture)', '(R872604:Second Research Object 1, Evaluation Sub-Property, L1528833:Portability)', '(R872604:Second Research Object 1, Evaluation Sub-Property, L1528831:Usability)', '(R871382:First Research Object 1, Research Object, L1526310:Reference Architecture)', '(R871382:First Research Object 1, Evaluation Sub-Property, L1526311:Portability)', 'None']",clustering_strategy,R659055,Software Architecture and Design,3,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,False,"Among papers that investigate a [Content Data: research object name], how many focus on [Content Data: property name] compared to [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
716d3216-9a3a-4a4b-acaf-1183d4d09575,Which papers investigate the research object Architecture Optimization Method and indicate that no input data was used?,"The papers 'EASIER: An Evolutionary Approach for Multi-objective Software ArchItecturE Refactoring', 'Dynamic Updates of Virtual PLCs Deployed as Kubernetes Microservices', and 'Modeling of Parametric Dependencies for Performance Prediction of Component-Based Software Systems at Run-Time' investigate the research object Architecture Optimization Method and indicate that no input data was used.","['10.1109/ICSA.2018.00020', '10.1109/ICSA.2018.00020', '10.1007/978-3-030-86044-8_1', '10.1007/978-3-030-86044-8_1', '10.1109/ICSA.2018.00023', '10.1109/ICSA.2018.00023']",,"['(R872021:First Research Object 1, Research Object, L1527612:Architecture Optimization Method)', '(R871345:Evidence 1, Uses Input Data, L1526251:No input data used)', '(R872316:First Research Object 1, Research Object, L1528235:Architecture Optimization Method)', '(R872023:Evidence 1, Uses Input Data, L1527619:No input data used)', '(R871343:First Research Object 1, Research Object, L1526243:Architecture Optimization Method)', '(R872318:Evidence 1, Uses Input Data, L1528245:No input data used)']",clustering_strategy,R659055,Software Architecture and Design,3,Which papers investigate the research object [Content Data: research object name] and indicate that no input data was used in their work?,3,negation,True,Which papers investigate the research object [Content Data: research object name] and indicate that no input data was used?,multi fact,enumerative,named entity,named entity,True,
7f747a8f-886a-4c9f-8c56-68b9cff875a8,Which papers investigating architecture evolution have not used input data?,The papers that use the research object Architecture Evolution but do not have any input data available are: 1) 'Using Informal Knowledge for Improving Software Quality Trade-Off Decisions' and 2) 'On Interfaces to Support Agile Architecting in Automotive: An Exploratory Case Study'.,"['10.1007/978-3-030-00761-4_18', '10.1007/978-3-030-00761-4_18', '10.1109/ICSA.2019.00025', '10.1109/ICSA.2019.00025']",,"['(R873485:First Research Object 1, Research Object, L1530601:Architecture Evolution)', '(R874836:Evidence 1, Uses Input Data, L1533476:No input data used)', '(R868859:First Research Object 1, Research Object, L1521005:Architecture Evolution)', '(R868861:Evidence 1, Uses Input Data, L1521014:No input data used)']",clustering_strategy,R659055,Software Architecture and Design,3,"Which papers use the research object [Content Data: research object name], but do not have any input data available?",3,negation,False,Which papers investigating [Content Data: research object name] have not used input data?,multi fact,enumerative,named entity,named entity,False,
ccaed07d-0852-400a-804c-b7197cd45257,Which papers use the evaluation method Questionnaire but indicate that no input data was used?,The papers that use the evaluation method Questionnaire but do not have any input data available are: 'Architectural Assumptions and Their Management in Industry – An Exploratory Study' and 'Determining Microservice Boundaries: A Case Study Using Static and Dynamic Software Analysis'. Both papers indicate that there is no input data available for their respective studies.,"['10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-030-58923-3_21', '10.1007/978-3-030-58923-3_21']",,"['(R868695:First Research Object 1, Evaluation method, L1520637:Questionnaire)', '(R868697:Evidence 1, Uses Input Data, L1520647:No input data used)', '(R870479:First Research Object 1, Evaluation method, L1524427:Questionnaire)', '(R870481:Evidence 1, Uses Input Data, L1524439:No input data used)']",clustering_strategy,R659055,Software Architecture and Design,3,"Which papers use the evaluation method [Content Data: evaluation method name], but do not have any input data available?",3,negation,True,Which papers use the evaluation method [Content Data: evaluation method name] but indicate that no input data was used?,multi fact,enumerative,named entity,named entity,False,
a86df857-bfb6-44b8-936e-896e52072183,Which papers apply a controlled experiment and do not have any input data available?,"The papers that use the evaluation method Controlled Experiment but do not have any input data available are: 1) 'On the Understandability of Semantic Constraints for Behavioral Software Architecture Compliance: A Controlled Experiment', 2) 'Unlimited Rulebook: a Reference Architecture for Economy Mechanics in Digital Games', and 3) 'Two Architectural Threat Analysis Techniques Compared'.","['10.1109/ICSA.2017.10', '10.1109/ICSA.2017.10', '10.1109/ICSA47634.2020.00014', '10.1109/ICSA47634.2020.00014', '10.1007/978-3-030-00761-4_23', '10.1007/978-3-030-00761-4_23']",,"['(R874335:First Research Object 1, Evaluation method, L1532389:Controlled Experiment)', '(R874337:Evidence 1, Uses Input Data, L1532399:No input data used)', '(R869101:First Research Object 1, Evaluation method, L1521504:Controlled Experiment)', '(R869103:Evidence 1, Uses Input Data, L1521516:No input data used)', '(R869389:First Research Object 1, Evaluation method, L1522134:Controlled Experiment)', '(R869391:Evidence 1, Uses Input Data, L1522142:No input data used)']",clustering_strategy,R659055,Software Architecture and Design,3,"Which papers use the evaluation method [Content Data: evaluation method name], but do not have any input data available?",3,negation,False,Which papers apply a [Content Data: evaluation method name] and do not have any input data available?,multi fact,enumerative,named entity,named entity,False,
33b23515-6a6b-4976-9fd7-1de4bc7db859,What is the paper class that papers are most frequently classified as when they investigate the property Reliability?,The paper class that papers are most frequently classified as when they investigate the property Reliability is Evaluation research.,"['10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017']",,"['(R873772:First Research Object 1, Evaluation Sub-Property, L1531188:Reliability)', '(R873770:Paper Class 1, paper class, L1531182:Evaluation Research)', '(R871579:First Research Object 1, Evaluation Sub-Property, L1526703:Reliability)', '(R871780:Paper Class 1, paper class, L1527113:Evaluation Research)', '(R870056:First Research Object 1, Evaluation Sub-Property, L1523550:Reliability)', '(R870054:Paper Class 1, paper class, L1523544:Validation Research)', '(R871140:First Research Object 1, Evaluation Sub-Property, L1525810:Reliability)', '(R871138:Paper Class 1, paper class, L1525805:Proposal of Solution)', '(R871782:First Research Object 1, Evaluation Sub-Property, L1527122:Reliability)', '(R871577:Paper Class 1, paper class, L1526694:Evaluation Research)']",clustering_strategy,R659055,Software Architecture and Design,3,What is the paper class that papers are most frequently classified as when they investigate the sub-property with the name [Content Data: sub-property name] in their evaluations?,3,superlative,True,What is the paper class that papers are most frequently classified as when they investigate the property [Content Data: property name]?,multi fact,simple,named entity,named entity,True,
30595f47-6fe5-40c8-8d45-c18f0843cbbf,Which is the most used paper class for papers that apply the evaluation method Case Study and investigate the research object Architecture Description?,The most commonly used paper class for papers that apply the evaluation method Case Study and investigate the research object Architecture Description is validation research.,"['10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00009', '10.1109/ICSA.2018.00009', '10.1109/ICSA.2018.00009']",,"['(R874074:First Research Object 1, Evaluation method, L1531832:Case Study)', '(R874074:First Research Object 1, Research Object, L1531833:Architecture Description)', '(R874072:Paper Class 1, paper class, L1531828:Proposal of Solution)', '(R874072:Paper Class 1, paper class, L1531829:Validation Research)', '(R869727:First Research Object 1, Evaluation method, L1522867:Case Study)', '(R869727:First Research Object 1, Research Object, L1522868:Architecture Description)', '(R869725:Paper Class 1, paper class, L1522864:Validation Research)']",clustering_strategy,R659055,Software Architecture and Design,3,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,True,Which is the most used paper class for papers that apply the evaluation method [Content Data: evaluation method name] and investigate the research object [Content Data: research object name]?,multi fact,simple,named entity,named entity,False,
dd9b02a6-7f62-4bec-91dd-330398852334,"Among the publications that investigate architecture patterns and apply case studies in their evaluation, which is the most used paper class?",The most commonly used paper class for publications that employ the evaluation method Case Study and target the research object Architecture Pattern is evaluation research.,"['10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21', '10.1109/ICSA.2017.39', '10.1109/ICSA.2017.39', '10.1109/ICSA.2017.39', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16']",,"['(R870335:First Research Object 1, Evaluation method, L1524158:Case Study)', '(R870428:First Research Object 1, Research Object, L1524321:Architecture Pattern)', '(R870426:Paper Class 1, paper class, L1524316:Evaluation Research)', '(R872269:First Research Object 1, Evaluation method, L1528138:Case Study)', '(R872269:First Research Object 1, Research Object, L1528139:Architecture Pattern)', '(R872267:Paper Class 1, paper class, L1528135:Evaluation Research)', '(R870428:First Research Object 1, Evaluation method, L1524319:Case Study)', '(R870335:First Research Object 1, Research Object, L1524159:Architecture Pattern)', '(R870333:Paper Class 1, paper class, L1524155:Validation Research)', '(R870333:Paper Class 1, paper class, L1524154:Proposal of Solution)']",clustering_strategy,R659055,Software Architecture and Design,3,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,False,"Among the publications that investigate [Content Data: research object name] and apply case studies in their evaluation, which is the most used paper class?",multi fact,simple,named entity,named entity,False,
502b6de0-07d3-4ff0-b138-101edf292d49,"Among the publications that investigate technical debt and apply data science in their evaluation, which is the most used paper class?",The most used paper class for publications with the evaluation method Data Science and the research object Technical Debt is evaluation research.,"['10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017']",,"['(R869140:First Research Object 1, Evaluation method, L1521596:Data Science)', '(R869140:First Research Object 1, Research Object, L1521597:Technical Debt)', '(R869138:Paper Class 1, paper class, L1521593:Evaluation Research)', '(R872816:First Research Object 1, Evaluation method, L1529255:Data Science)', '(R872816:First Research Object 1, Research Object, L1529256:Technical Debt)', '(R872814:Paper Class 1, paper class, L1529252:Evaluation Research)']",clustering_strategy,R659055,Software Architecture and Design,3,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,False,"Among the publications that investigate [Content Data: research object name] and apply [Content Data: evaluation method name] in their evaluation, which is the most used paper class?",multi fact,simple,named entity,named entity,False,
1494fc87-34e3-4f7b-ae77-54093e3988b0,How are the papers that investigate the research object Technical Debt distributed by their publication year?,"The distribution of papers that investigate the research object Technical Debt per year is as follows: In 2017, there was one paper. In 2020, there was one paper. In 2021, there was one paper.","['10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_14']",,"['(R869140:First Research Object 1, Research Object, L1521597:Technical Debt)', '(R869104:The Evolution of Technical Debt in the Apache Ecosystem, publication year, L1521523:2017)', '(R872816:First Research Object 1, Research Object, L1529256:Technical Debt)', '(R872780:Architectural Decay as Predictor of Issue- and Change-Proneness, publication year, L1529184:2021)', '(R872635:First Research Object 1, Research Object, L1528887:Technical Debt)', '(R872607:Architectural Technical Debt: A Grounded Theory, publication year, L1528844:2020)']",clustering_strategy,R659055,Software Architecture and Design,3,How are the papers that investigate the research object with the name [Content Data: research object name] distributed by their publication year?,3,relationship,True,How are the papers that investigate the research object [Content Data: research object name] distributed by their publication year?,multi fact,explanatory,"description, quantitative, temporal",named entity,True,
ad5d0aac-1275-4204-8dfd-d74a2478e87e,What is the frequency of papers that investigate architectural assumptions per year?,"The frequency of papers that investigate architectural assumptions per year is: one paper in 2017, one paper in 2018, and one paper in 2019.","['10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1109/ICSA.2018.00026', '10.1109/ICSA.2018.00026']",,"['(R873650:Second Research Object 1, Research Object, L1530935:Architectural Assumptions)', '(R873599:Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects, publication year, L1530833:2019)', '(R868695:First Research Object 1, Research Object, L1520640:Architectural Assumptions)', '(R868651:Architectural Assumptions and Their Management in Industry – An Exploratory Study, publication year, L1520562:2017)', '(R873415:First Research Object 1, Research Object, L1530462:Architectural Assumptions)', '(R873379:Predicting the Performance of Privacy-Preserving Data Analytics Using Architecture Modelling and Simulation, publication year, L1530392:2018)']",clustering_strategy,R659055,Software Architecture and Design,3,What is the proportion of papers that have the research object [Content Data: research object name] per year?,3,relationship,False,What is the frequency of papers that investigate [Content Data: research object name] per year?,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
fbc403f4-026c-409b-b3e2-95335faee310,What is the frequency of papers that apply the evaluation method Benchmark per publication year?,"The frequency of papers that apply the evaluation method Benchmark per publication year is: 1 paper in 2017, 1 paper in 2019, and 2 papers in 2020.","['10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R871628:First Research Object 1, Evaluation method, L1526800:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R871183:First Research Object 1, Evaluation method, L1525898:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874296:First Research Object 1, Evaluation method, L1532302:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)', '(R874562:First Research Object 1, Evaluation method, L1532861:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)']",clustering_strategy,R659055,Software Architecture and Design,3,What is the proportion of papers that have the evaluation method [Content Data: evaluation method name] per year?,3,relationship,True,What is the frequency of papers that apply the evaluation method [Content Data: evaluation method name] per publication year?,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
