uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
08ba06c8-0d54-49cb-bde3-75d19b15260a,What is the paper class of 'From Monolithic Architecture Style to Microservice one Based on a Semi-Automatic Approach' compared to 'Enabling Consistency between Software Artefacts for Software Adaption and Evolution'?,"The paper class of 'From Monolithic Architecture Style to Microservice One Based on a Semi-Automatic Approach' is evaluation research, which is the same as that of 'Enabling Consistency between Software Artefacts for Software Adaptation and Evolution'.","['10.1109/ICSA47634.2020.00023', '10.1109/ICSA51549.2021.00009']",,"['(R870536:Paper Class, evaluation research, L1524562:True)', '(R868717:Paper Class, evaluation research, L1520696:True)']",publication_subgraph_strategy,R659055,Software Architecture and Design,4,What paper class does the paper [paper_title_1] have compared to the paper [paper_title_2]?,2,comparative,False,What is the paper class of '[Metadata: paper title]' compared to '[Metadata: paper title]'?,multi fact,explanatory,"description, named entity",named entity,False,
fce381c2-0d49-4c12-95f3-45fcb19ef7be,How many research objects did the author António Silva investigate in his papers per publication year?,The number of research objects that the author António Silva investigated in his papers per publication year is as follows: 2019: one research object; 2020: two research objects.,"['10.1007/978-3-030-29983-5_3', '10.1007/978-3-030-29983-5_3', '10.1007/978-3-030-29983-5_3', '10.1109/ICSA47634.2020.00024', '10.1109/ICSA47634.2020.00024', '10.1109/ICSA47634.2020.00024', '10.1007/978-3-030-58923-3_3', '10.1007/978-3-030-58923-3_3', '10.1007/978-3-030-58923-3_3']",,"['(R871187:authors list, has list element, L1525913:António Silva)', '(R871186:From a Monolith to a Microservices Architecture: An Approach Based on Transactional Contexts, publication year, L1525914:2019)', '(R871200:Research Object Entity, Name, L1525941:Architectural Aspects)', '(R874605:authors list, has list element, L1532957:António Silva)', '(R874604:A Complexity Metric for Microservices Architecture Migration, publication year, L1532958:2020)', '(R874618:Research Object Entity, Name, L1532984:Architecture Design Method)', '(R872485:authors list, has list element, L1528607:António Silva)', '(R872484:Monolith Migration Complexity Tuning Through the Application of Microservices Patterns, publication year, L1528608:2020)', '(R872500:Research Object Entity, Name, L1528638:Architecture Optimization Method)']",clustering_strategy,R659055,Software Architecture and Design,6,How many research objects did the author [Metadata: author name] investigate per year?,2,relationship,True,How many research objects did the author [Metadata: author name] investigate in his papers per publication year?,multi fact,explanatory,"description, quantitative, temporal",named entity,True,
00fb2198-9f70-4176-bfa6-0db522a18bd4,How are the objects of research that have been investigated in papers published by Klym Shumaiev distributed per year?,The research objects investigated in papers published by Klym Shumaiev are distributed as one in 2017 and one in 2018.,"['10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1007/978-3-319-65831-5_10', '10.1007/978-3-319-65831-5_10', '10.1007/978-3-319-65831-5_10']",,"['(R873899:authors list, has list element, L1531468:Klym Shumaiev)', '(R873898:An Expert Recommendation System for Design Decision Making: Who Should be Involved in Making a Design Decision?, publication year, L1531473:2018)', '(R873912:Research Object Entity, Name, L1531499:Architecture Decision Making)', '(R868746:authors list, has list element, L1520755:Klym Shumaiev)', '(R868745:Automatic Extraction of Design Decisions from Issue Management Systems: A Machine Learning Based Approach, publication year, L1520759:2017)', '(R868759:Research Object Entity, Name, L1520785:Architecture Analysis Method)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of research objects that have been published by the author [Metadata: author name] per year?,2,relationship,False,How are the objects of research that have been investigated in papers published by [Metadata: author name] distributed per year?,multi fact,explanatory,"description, named entity, temporal",named entity,False,
2d90aff2-825e-4574-aad5-d1f643ffe7a3,"For each publication year, what is the number of evaluation methods applied in papers published by the author Mauro Caporuscio?","The number of evaluation methods applied in papers published by the author Mauro Caporuscio for each publication year is as follows: in 2020, two evaluation methods were applied; in 2021, one evaluation method was applied.","['10.1007/978-3-030-58923-3_4', '10.1007/978-3-030-58923-3_4', '10.1007/978-3-030-58923-3_4', '10.1007/978-3-030-86044-8_5', '10.1007/978-3-030-86044-8_5', '10.1007/978-3-030-86044-8_5', '10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18']",,"['(R869908:authors list, has list element, L1523243:Mauro Caporuscio)', '(R869907:Decentralized Architecture for Energy-Aware Service Assembly, publication year, L1523247:2020)', '(R869917:Evaluation Method Entity, Name, L1523271:Technical Experiment)', '(R870228:authors list, has list element, L1523935:Mauro Caporuscio)', '(R870227:A Machine Learning Approach to Service Discovery for Microservice Architectures, publication year, L1523939:2021)', '(R870237:Evaluation Method Entity, Name, L1523965:Technical Experiment)', '(R869731:authors list, has list element, L1522878:Mauro Caporuscio)', '(R869730:Architectural Concerns for Digital Twin of the Organization, publication year, L1522884:2020)', '(R869740:Evaluation Method Entity, Name, L1522907:Case Study)']",clustering_strategy,R659055,Software Architecture and Design,7,What is the proportion of the evaluation methods that have been published by the author [Metadata: author name] per year?,2,relationship,True,"For each publication year, what is the number of evaluation methods applied in papers published by the author [Metadata: author name]?",multi fact,explanatory,"description, quantitative, temporal",named entity,False,
ea232df6-7d5e-493e-802e-5aef7c93b2ac,"For each year, what is the number of evaluation approaches that have been applied in papers published by Danny Weyns?",The number of evaluation approaches that have been applied in papers published by Danny Weyns is one in 2018 and one in 2019.,"['10.1007/978-3-030-00761-4_4', '10.1007/978-3-030-00761-4_4', '10.1007/978-3-030-00761-4_4', '10.1007/978-3-030-29983-5_8', '10.1007/978-3-030-29983-5_8', '10.1007/978-3-030-29983-5_8']",,"['(R871632:authors list, has list element, L1526813:Danny Weyns)', '(R871631:Applying Architecture-Based Adaptation to Automate the Management of Internet-of-Things, publication year, L1526817:2018)', '(R871641:Evaluation Method Entity, Name, L1526840:Case Study)', '(R869606:authors list, has list element, L1522603:Danny Weyns)', '(R869605:Continuous Adaptation Management in Collective Intelligence Systems, publication year, L1522605:2019)', '(R869615:Evaluation Method Entity, Name, L1522631:Case Study)']",clustering_strategy,R659055,Software Architecture and Design,7,What is the proportion of the evaluation methods that have been published by the author [Metadata: author name] per year?,2,relationship,False,"For each year, what is the number of evaluation approaches that have been applied in papers published by [Metadata: author name]?",multi fact,explanatory,"description, named entity, temporal",named entity,False,
45fd4cfa-0734-4805-b703-9108057fe185,Which paper investigates the property robustness?,The paper with the title 'Designing Robust Software Systems through Parametric Markov Chain Synthesis' is the only paper that evaluates the property robustness.,['10.1109/ICSA.2017.16'],,"['(R868417:Property, Name, L1520053:Robustness)']",publication_subgraph_strategy,R868403,Designing Robust Software Systems through Parametric Markov Chain Synthesis,6,Which papers evaluate the sub-property with the name [Content Data: sub-property name]?,3,basic,True,Which paper investigates the property [property]?,single fact,simple,named entity,named entity,True,
2187663c-dd71-43a1-aa61-14fefbf9bc53,Which paper applies verification as a method in their evaluation?,The evaluation method Verification is applied in the paper titled 'Semantic Differencing for Message-Driven Component & Connector Architectures.',['10.1109/ICSA.2017.34'],,"['(R873132:Evaluation Method Entity, Name, L1529895:Verification)']",publication_subgraph_strategy,R873116,Semantic Differencing for Message-Driven Component & Connector Architectures,6,Which paper includes the evaluation method [Content Data: evaluation method name]?,3,basic,False,Which paper applies [Content Data: evaluation method name] as a method in their evaluation?,single fact,simple,named entity,named entity,False,
6f38c463-5bcd-45c3-8bb7-c37ffef0f7fc,In which paper is the limit of detection evaluated?,The paper in which the limit of detection is evaluated is 'Supporting Architectural Decision Making on Data Management in Microservice Architectures.',['10.1007/978-3-030-29983-5_2'],,"['(R872993:Property, Name, L1529623:Limit of detection)']",publication_subgraph_strategy,R659055,Software Architecture and Design,7,Which paper includes the evaluation sub-property [Content Data: sub-property name]?,3,basic,False,In which paper is the [Content Data: property name] evaluated?,single fact,simple,named entity,named entity,False,
214b727e-0f2c-47c9-a05b-380312427489,In which paper is the property Recovery evaluated?,The property Recovery is evaluated in the paper 'Butterfly Space: An Architectural Approach for Investigating Performance Issues.',['10.1109/ICSA47634.2020.00027'],,"['(R873184:Property, Name, L1530004:Recovery)']",publication_subgraph_strategy,R659055,Software Architecture and Design,7,Which paper includes the evaluation sub-property [Content Data: sub-property name]?,3,basic,True,In which paper is the property [Content Data: property name] evaluated?,single fact,simple,named entity,named entity,False,
5bb01df5-bdda-4226-9abb-0508dd287db1,Which papers apply the evaluation method Field Experiment?,"The papers that apply the evaluation method Field Experiment are: 1. ACE: Easy Deployment of Field Optimization Experiments, 2. Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements, and 3. An Architecture for Decentralized, Collaborative, and Autonomous Robots.","['10.1007/978-3-030-29983-5_18', '10.1007/978-3-319-65831-5_11', '10.1109/ICSA.2018.00017']",,"['(R869496:Evaluation Method Entity, Name, L1522369:Field Experiment)', '(R869402:Evaluation Method Entity, Name, L1522173:Field Experiment)', '(R871533:Evaluation Method Entity, Name, L1526632:Field Experiment)']",clustering_strategy,R659055,Software Architecture and Design,7,Which papers apply the evaluation method with the name [Content Data: evaluation method name]?,3,aggregation,True,Which papers apply the evaluation method [Content Data: evaluation method name]?,multi fact,enumerative,named entity,named entity,True,
bc1db099-d9e2-4833-aace-3d841e893500,Which papers use focus groups as a method in their evaluations?,"The papers that use focus groups as a method in their evaluations are: 1. Technical Architectures for Automotive Systems, 2. Architectural Assumptions and Their Management in Industry - An Exploratory Study, 3. An Exploratory Study of Naturalistic Decision Making in Complex Software Architecture Environments, 4. Continuous Architecture: Towards the Goldilocks Zone and Away from Vicious Circles, 5. On Cognitive Biases in Architecture Decision Making, 6. System- and Software-level Architecting Harmonization Practices for Systems-of-Systems: An exploratory case study on a long-running large-scale scientific instrument, 7. Understanding Architecture Decisions in Context.","['10.1109/ICSA47634.2020.00013', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-030-29983-5_4', '10.1109/ICSA.2019.00022', '10.1007/978-3-319-65831-5_9', '10.1109/ICSA51549.2021.00010', '10.1007/978-3-030-00761-4_19']",,"['(R870939:Evaluation Method Entity, Name, L1525426:Focus Group)', '(R868665:Evaluation Method Entity, Name, L1520588:Focus Group)', '(R873955:Evaluation Method Entity, Name, L1531590:Focus Group)', '(R873785:Evaluation Method Entity, Name, L1531225:Focus Group)', '(R871494:Evaluation Method Entity, Name, L1526541:Focus Group)', '(R874221:Evaluation Method Entity, Name, L1532158:Focus Group)', '(R868618:Evaluation Method Entity, Name, L1520490:Focus Group)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications have the evaluation method [Content Data: evaluation method name]?,3,aggregation,False,Which papers use [Content Data: evaluation method name]s as a method in their evaluations?,multi fact,enumerative,named entity,named entity,False,
fc884d7c-e208-42e9-bc8a-41278fc275ca,Which papers evaluate the property Security and have input data available?,"The publications that evaluate the property Security and have input data available are: 'Understanding Software Vulnerabilities Related to Architectural Security Tactics: An Empirical Investigation of Chromium, PHP and Thunderbird' and 'A Comparison of MQTT Brokers for Distributed IoT Edge Computing'.","['10.1109/ICSA.2017.39', '10.1109/ICSA.2017.39', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23']",,"['(R872245:Property, Name, L1528093:Security)', '(R872250:Input Data, available, L1528103:True)', '(R873742:Property, Name, L1531134:Security)', '(R873749:Input Data, available, L1531146:True)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications evaluate the sub-property [sub property name] and have input data available?,3,aggregation,True,Which papers evaluate the property [Content Data: property name] and have input data available?,multi fact,enumerative,named entity,named entity,False,
ab14918e-f1a8-448e-81ed-9b45c89d93b6,Which publications assess the functional suitability of a reference architecture and make their input data available?,"The publications that assess the functional suitability of a reference architecture and make their input data available are 'An Architecture for Decentralized, Collaborative, and Autonomous Robots' and 'Architecture-Centric Support for Integrating Security Tools in a Security Orchestration Platform'.","['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1007/978-3-030-58923-3_11', '10.1007/978-3-030-58923-3_11', '10.1007/978-3-030-58923-3_11']",,"['(R871547:Research Object Entity, Name, L1526645:Reference Architecture)', '(R871537:Property, Name, L1526636:Functional Suitability)', '(R871550:Input Data, available, L1526653:True)', '(R871397:Research Object Entity, Name, L1526343:Reference Architecture)', '(R871395:Property, Name, L1526341:Functional Suitability)', '(R871400:Input Data, available, L1526351:True)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications evaluate the research object [Content Data: research object name] with the sub-property [Content Data: sub-property name] and have input data available?,3,aggregation,False,Which publications assess the [Content Data: property name] of a [Content Data: research object name] and make their input data available?,multi fact,enumerative,named entity,named entity,False,
e241a8f3-84f7-4189-9808-85e606369b6a,How many papers evaluate the property Reliability?,There are five papers that evaluate the property Reliability.,"['10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2017.43', '10.1109/ICSA.2019.00013']",,"['(R873741:Property, Name, L1531133:Reliability)', '(R871539:Property, Name, L1526638:Reliability)', '(R871741:Property, Name, L1527056:Reliability)', '(R871116:Property, Name, L1525763:Reliability)', '(R870027:Property, Name, L1523497:Reliability)']",clustering_strategy,R659055,Software Architecture and Design,7,How many papers evaluate the sub-property with the name [Content Data: sub-property name]?,3,counting,True,How many papers evaluate the property [Content Data: property name]?,multi fact,simple,named entity,named entity,True,
137febde-0bb1-4b18-b5ca-c8e7a878c974,What is the number of papers that investigate the property Security?,Six papers investigate the property Security.,"['10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2017.39', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00012', '10.1109/ICSA.2018.00010', '10.1109/ICSA.2017.42']",,"['(R873742:Property, Name, L1531134:Security)', '(R872245:Property, Name, L1528093:Security)', '(R871740:Property, Name, L1527055:Security)', '(R870765:Property, Name, L1525055:Security)', '(R874697:Property, Name, L1533156:Security)', '(R872546:Property, Name, L1528743:Security)']",clustering_strategy,R659055,Software Architecture and Design,7,How many publications have the evaluation sub-property [Content Data: sub-property name]?,3,counting,True,What is the number of papers that investigate the property [Content Data: property name]?,multi fact,simple,named entity,named entity,False,
5a13eb06-0414-46ed-9a8b-d0bfd0c62097,How many papers that discuss repeatability as a validity threat use interviews in their evaluation?,There are three papers that discuss repeatability as a threat to validity and apply the evaluation method interviews.,"['10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1007/978-3-030-00761-4_17', '10.1007/978-3-030-00761-4_17']",,"['(R874210:Threat to Validity, repeatability, L1532146:True)', '(R874215:Evaluation Method Entity, Name, L1532153:Interview)', '(R869317:Threat to Validity, repeatability, L1521995:True)', '(R869322:Evaluation Method Entity, Name, L1522002:Interview)', '(R873306:Threat to Validity, repeatability, L1530239:True)', '(R873311:Evaluation Method Entity, Name, L1530246:Interview)']",clustering_strategy,R659055,Software Architecture and Design,7,"How many papers, that discuss the [Content Data: threat to validity] as a threat to validity, apply [Content Data: evaluation method name] as a evaluation method?",3,counting,False,How many papers that discuss [Content Data: threat to validity] as a validity threat use [Content Data: evaluation method name]s in their evaluation?,multi fact,simple,named entity,named entity,False,
fd0f5f35-4f48-4c58-b5ec-175c572ebc85,In how many publications is confirmability identified as a validity threat while focus groups are employed for evaluation?,The number of publications in which confirmability is identified as a validity threat while focus groups are employed for evaluation is two.,"['10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-030-29983-5_4', '10.1007/978-3-030-29983-5_4']",,"['(R868656:Threat to Validity, confirmability, L1520582:True)', '(R868665:Evaluation Method Entity, Name, L1520588:Focus Group)', '(R873942:Threat to Validity, confirmability, L1531581:True)', '(R873955:Evaluation Method Entity, Name, L1531590:Focus Group)']",clustering_strategy,R659055,Software Architecture and Design,7,"How many papers, that discuss the [Content Data: threat to validity] as a threat to validity, apply [Content Data: evaluation method name] as a evaluation method?",3,counting,False,In how many publications is [Content Data: threat to validity] identified as a validity threat while [Content Data: evaluation method name]s are employed for evaluation?,multi fact,simple,named entity,named entity,False,
69e09835-46f3-4c0f-a8d4-41534fa28e48,Which papers apply the evaluation method Field Experiment? Rank the papers in descending order of their publication year.,"The papers that apply the evaluation method Field Experiment, ranked in descending order of their publication year, are: 1. ACE: Easy Deployment of Field Optimization Experiments (2019), 2. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018), and 3. Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements (2017).","['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-319-65831-5_11', '10.1007/978-3-319-65831-5_11']",,"['(R871533:Evaluation Method Entity, Name, L1526632:Field Experiment)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R869496:Evaluation Method Entity, Name, L1522369:Field Experiment)', '(R869486:ACE: Easy Deployment of Field Optimization Experiments, publication year, L1522347:2019)', '(R869402:Evaluation Method Entity, Name, L1522173:Field Experiment)', '(R869392:Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements, publication year, L1522148:2017)']",clustering_strategy,R659055,Software Architecture and Design,7,Which papers apply the evaluation method with the name [Content Data: evaluation method name]? Rank the papers in descending order of their publication year.,3,ranking,True,Which papers apply the evaluation method [Content Data: evaluation method name]? Rank the papers in descending order of their publication year.,multi fact,enumerative,"named entity, temporal",named entity,True,
69bcdd8c-745a-4605-8dc6-e3678b2142bd,Which studies evaluate compatibility in their work sorted from the most recent publication to the earliest?,"The publications that evaluate the property Compatibility, ranked in descending order of their publication year, are: 1. Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture (2019), and 2. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018).","['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2019.00020', '10.1109/ICSA.2019.00020']",,"['(R871545:Property, Name, L1526643:Compatibility)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R871538:Property, Name, L1526637:Compatibility)', '(R868862:Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture, publication year, L1521021:2019)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications have the evaluation sub-property [evaluation sub-property name] ranked by the publication year?,3,ranking,False,Which studies evaluate [Content Data: property name] in their work sorted from the most recent publication to the earliest?,multi fact,enumerative,"named entity, temporal",named entity,False,
52148f59-5e9a-4d7f-bc61-f52cf2e56fd7,Which papers evaluate the property Reliability? Rank the papers in descending order by their publication year.,"The papers with the investigated property Reliability, ranked in descending order by their publication year, are: 1. A Comparison of MQTT Brokers for Distributed IoT Edge Computing (2020), 2. An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics (2019), 3. A Platform Architecture for Multi-Tenant Blockchain-Based Systems (2019), 4. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018), 5. Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes (2017)","['10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43']",,"['(R870027:Property, Name, L1523497:Reliability)', '(R870014:An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics, publication year, L1523470:2019)', '(R871741:Property, Name, L1527056:Reliability)', '(R871726:A Platform Architecture for Multi-Tenant Blockchain-Based Systems, publication year, L1527024:2019)', '(R873741:Property, Name, L1531133:Reliability)', '(R873728:A Comparison of MQTT Brokers for Distributed IoT Edge Computing, publication year, L1531105:2020)', '(R871539:Property, Name, L1526638:Reliability)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R871116:Property, Name, L1525763:Reliability)', '(R871104:Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes, publication year, L1525740:2017)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications have the evaluation sub-property [evaluation sub-property name] ranked by the publication year?,3,ranking,True,Which papers evaluate the property [Content Data: property name]? Rank the papers in descending order by their publication year.,multi fact,enumerative,"named entity, temporal",named entity,False,
4de79ef4-57b4-4a22-9f2e-286995751d3c,Give me all the papers that apply a benchmark in their evaluation ranked from the most recent to the oldest.,"The publications that apply a benchmark in their evaluation, ranked from the most recent to the oldest, are: 1. Formal Software Architectural Migration Towards Emerging Architectural Styles (2020), 2. Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements (2020), 3. Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery (2019), 4. Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases (2017)","['10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5', '10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009']",,"['(R874528:Evaluation Method Entity, Name, L1532805:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)', '(R871597:Evaluation Method Entity, Name, L1526748:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R871153:Evaluation Method Entity, Name, L1525845:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874270:Evaluation Method Entity, Name, L1532254:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)']",clustering_strategy,R659055,Software Architecture and Design,7,Which publications have the evaluation method [Content Data: evaluation method name] ranked by the publication year?,3,ranking,False,Give me all the papers that apply a [Content Data: evaluation method name] in their evaluation ranked from the most recent to the oldest.,multi fact,enumerative,"named entity, temporal",named entity,False,
37e36398-faeb-463f-9814-24d6adbd029d,"Among papers that apply the evaluation method Data Science, how many have not used input data compared to those that have made their input data available?","There is one paper with the evaluation method Data Science that does not provide input data, and there are two papers with the evaluation method Data Science that make their input data available. Therefore, the comparison shows that there is one paper with no input data and two papers with input data available.","['10.1007/978-3-030-86044-8_6', '10.1007/978-3-030-86044-8_6', '10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4']",,"['(R874876:Evaluation Method Entity, Name, L1533572:Data Science)', '(R874883:Input Data, None, L1533586:True)', '(R873908:Evaluation Method Entity, Name, L1531495:Data Science)', '(R873915:Input Data, available, L1531507:True)', '(R869114:Evaluation Method Entity, Name, L1521547:Data Science)', '(R869121:Input Data, available, L1521559:True)']",clustering_strategy,R659055,Software Architecture and Design,7,"How many papers that apply the evaluation method with the name [Content Data: evaluation method name], have not used input data  compared to those that state that their input data is made available?",3,comparative,True,"Among papers that apply the evaluation method [Content Data: evaluation method name], how many have not used input data compared to those that have made their input data available?",multi fact,explanatory,"description, quantitative",named entity,True,
2f2e5828-4c5f-4015-be3d-0c4a05242d7a,"Among publications that use grounded theory for evaluation, what is the number of papers with publicly available input data versus those without?","The number of papers among publications that use grounded theory for evaluation with publicly available input data is four, whereas the number of papers without publicly available input data is one.","['10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2']",,"['(R869576:Evaluation Method Entity, Name, L1522542:Grounded Theory)', '(R869583:Input Data, available, L1522554:True)', '(R875013:Evaluation Method Entity, Name, L1533870:Grounded Theory)', '(R875021:Input Data, None, L1533885:True)', '(R873350:Evaluation Method Entity, Name, L1530330:Grounded Theory)', '(R873357:Input Data, available, L1530342:True)', '(R868300:Evaluation Method Entity, Name, L1519789:Grounded Theory)', '(R868305:Input Data, available, L1519800:True)', '(R872990:Evaluation Method Entity, Name, L1529620:Grounded Theory)', '(R872998:Input Data, available, L1529633:True)']",clustering_strategy,R659055,Software Architecture and Design,7,How many papers with the evaluation method [Content Data: evaluation method name] have their input data marked as [input type] compared to those with the input data marked as [input type]?,3,comparative,False,"Among publications that use [Content Data: evaluation method name] for evaluation, what is the number of papers with publicly available input data versus those without?",multi fact,explanatory,"description, quantitative",named entity,False,
cb20ce38-aaad-4b13-b082-7594e50e35f1,"Among papers that investigate the research object Architecture Design Method, how many papers have evaluated the property Portability compared to those that evaluated the property Usability?","Among papers that investigate the research object Architecture Design Method, one paper has evaluated Portability as a property, while two different papers have evaluated Usability as a property.","['10.1109/ICSA.2017.32', '10.1109/ICSA.2017.32', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA.2017.13', '10.1109/ICSA.2017.13']",,"['(R875000:Research Object Entity, Name, L1533834:Architecture Design Method)', '(R874997:Property, Name, L1533831:Portability)', '(R870901:Research Object Entity, Name, L1525331:Architecture Design Method)', '(R870899:Property, Name, L1525329:Usability)', '(R868944:Research Object Entity, Name, L1521179:Architecture Design Method)', '(R868940:Property, Name, L1521175:Usability)']",clustering_strategy,R659055,Software Architecture and Design,7,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,True,"Among papers that investigate the research object [Content Data: research object name], how many papers have evaluated the property [Content Data: property name] compared to those that evaluated the property [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
1075f1c8-0fce-4044-ae87-7e7d3ef35ad2,"Among papers that investigate a reference architecture, how many focus on usability compared to portability?","Among papers that investigate a reference architecture, the number that focus on usability compared to portability is one paper for usability and two papers for portability.","['10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1007/978-3-030-29983-5_10', '10.1007/978-3-030-29983-5_10']",,"['(R872549:Research Object Entity, Name, L1528746:Reference Architecture)', '(R872547:Property, Name, L1528744:Portability)', '(R872545:Property, Name, L1528742:Usability)', '(R874982:Research Object Entity, Name, L1533794:Reference Architecture)', '(R874980:Property, Name, L1533792:Portability)', '(R874975:Property, Name, L1533788:Portability)']",clustering_strategy,R659055,Software Architecture and Design,7,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,False,"Among papers that investigate a [Content Data: research object name], how many focus on [Content Data: property name] compared to [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
